#noutput  nstep     sim_time        sim_dt          
#         9         99   1.00000000e-01   1.00000000e-03
#i        x1                          rho             prs             vx1
        29   2.95000000e-01   9.92494866e-01   9.87649976e-01   9.53334847e-03
        30   3.05000000e-01   9.88396655e-01   9.80802884e-01   1.47841801e-02
        31   3.15000000e-01   9.82680708e-01   9.71217938e-01   2.21380825e-02
        32   3.25000000e-01   9.74999039e-01   9.58304986e-01   3.20708181e-02
        33   3.35000000e-01   9.65028129e-01   9.41522073e-01   4.50452441e-02
        34   3.45000000e-01   9.52494641e-01   9.20421174e-01   6.14852384e-02
        35   3.55000000e-01   9.37195327e-01   8.94681588e-01   8.17574738e-02
        36   3.65000000e-01   9.19008888e-01   8.64125763e-01   1.06163498e-01
        37   3.75000000e-01   8.97899705e-01   8.28716254e-01   1.34942234e-01
        38   3.85000000e-01   8.73915126e-01   7.88535976e-01   1.68281174e-01
        39   3.95000000e-01   8.47179075e-01   7.43756302e-01   2.06333341e-01
        40   4.05000000e-01   8.17884910e-01   6.94598782e-01   2.49236496e-01
        41   4.15000000e-01   7.86290067e-01   6.41296903e-01   2.97130365e-01
        42   4.25000000e-01   7.52714012e-01   5.84065493e-01   3.50166431e-01
        43   4.35000000e-01   7.17539350e-01   5.23089238e-01   4.08502516e-01
        44   4.45000000e-01   6.81213453e-01   4.58551274e-01   4.72277365e-01
        45   4.55000000e-01   6.44272336e-01   3.90803197e-01   5.41654252e-01
        46   4.65000000e-01   6.07138322e-01   3.21961278e-01   6.17847467e-01
        47   4.75000000e-01   5.70723824e-01   2.49734831e-01   6.98691483e-01
        48   4.85000000e-01   5.30387212e-01   1.94115212e-01   8.01422464e-01
        49   4.95000000e-01   4.53480823e-01   1.00000000e-10   1.02654698e+00
        50   5.05000000e-01   3.89327022e-01   1.00000000e-10   1.10510201e+00
        51   5.15000000e-01   4.32040895e-01   2.40146987e-01   8.26152399e-01
        52   5.25000000e-01   5.04371369e-01   1.02248317e+00   2.37187134e-01
        53   5.35000000e-01   3.09389981e-01   1.00000000e-10   1.36386353e+00
        54   5.45000000e-01   4.88611334e-01   1.55176092e+00   3.85697815e-02
        55   5.55000000e-01   2.93759512e-01   1.00000000e-10   1.53206717e+00
        56   5.65000000e-01   5.15484056e-01   1.52262476e+00   2.55096354e-01
        57   5.75000000e-01   3.23582426e-01   1.00000000e-10   1.62612198e+00
        58   5.85000000e-01   4.98596237e-01   1.30020199e+00   4.04344473e-01
        59   5.95000000e-01   3.17357044e-01   1.00000000e-10   1.47337477e+00
        60   6.05000000e-01   3.55938465e-01   8.40139459e-01   4.94909821e-01
        61   6.15000000e-01   2.75452965e-01   8.03744393e-02   8.82332110e-01
        62   6.25000000e-01   1.99632908e-01   1.43569915e-02   8.17913543e-01
        63   6.35000000e-01   1.97876079e-01   1.42401558e+00  -2.43081786e-01
        64   6.45000000e-01   1.51328913e-01   1.00000000e-10   1.09284006e+00
        65   6.55000000e-01   1.84523910e-01   2.12346929e+00  -4.78475790e-01
        66   6.65000000e-01   1.51025582e-01   5.55338796e-01   6.19375603e-01
        67   6.75000000e-01   1.35964406e-01   8.33543071e-01   3.11233871e-01
        68   6.85000000e-01   1.13935226e-01   1.00000000e-10   1.49341814e+00
        69   6.95000000e-01   1.27908381e-01   8.27710544e-01   1.82677214e-01
        70   7.05000000e-01   1.05367392e-01   1.00000000e-10   1.00853047e+00
        71   7.15000000e-01   1.10860026e-01   2.18824634e-01   5.50576221e-01
        72   7.25000000e-01   1.00946868e-01   1.00000000e-10   1.08820425e+00
        73   7.35000000e-01   1.32019293e-01   1.66310991e+00  -1.67814543e+00
        74   7.45000000e-01   1.09965044e-01   1.13403461e+00   1.86025144e-01
        75   7.55000000e-01   1.02754369e-01   1.00000000e-10   6.25410744e-01
        76   7.65000000e-01   8.91511441e-02   1.00000000e-10   1.06405623e+00
        77   7.75000000e-01   1.07238957e-01   4.47455968e-01   6.94431552e-01
        78   7.85000000e-01   1.00290952e-01   4.37407577e-02   7.20348371e-01
        79   7.95000000e-01   1.12352759e-01   9.92207287e-01  -7.08034619e-01
        80   8.05000000e-01   1.22160433e-01   2.37979846e+00  -1.09272121e+00
        81   8.15000000e-01   1.01949780e-01   3.74715902e-01   1.30556671e-01
        82   8.25000000e-01   9.39020730e-02   1.00000000e-10   1.03098400e+00
        83   8.35000000e-01   8.77578346e-02   1.00000000e-10   1.51997426e+00
        84   8.45000000e-01   1.26270462e-01   2.32606483e+00  -1.93349917e+00
        85   8.55000000e-01   1.03940575e-01   1.93965127e+00  -5.99199616e-03
        86   8.65000000e-01   9.70326489e-02   2.50811829e-01   8.56187628e-01
        87   8.75000000e-01   8.90192130e-02   1.00000000e-10   1.43289905e+00
        88   8.85000000e-01   8.72413473e-02   1.00000000e-10   1.85828274e+00
        89   8.95000000e-01   1.33071721e-01   2.81315292e+00  -1.94864947e+00
        90   9.05000000e-01   1.00964401e-01   1.11282762e+00   4.60020356e-01
        91   9.15000000e-01   9.74279331e-02   6.70841443e-02   1.33958302e+00
        92   9.25000000e-01   8.96787452e-02   1.00000000e-10   2.00068366e+00
        93   9.35000000e-01   1.31034814e-01   1.90435774e+00  -6.12772259e-01
        94   9.45000000e-01   1.14008088e-01   1.17996493e+00   2.89567012e-01
        95   9.55000000e-01   1.03485483e-01   1.00000000e-10   8.26210685e-01
        96   9.65000000e-01   9.96746317e-02   1.00000000e-10   7.94995899e-01
        97   9.75000000e-01   1.33706964e-01   1.31347901e+00  -3.32352752e-01
        98   9.85000000e-01   1.19646978e-01   1.48727478e-01   6.36160521e-01
        99   9.95000000e-01   1.25559990e-01   2.49540806e-01   5.99831570e-02
