#noutput  nstep     sim_time        sim_dt          
#         8         89   9.00000000e-02   1.00000000e-03
#i        x1                          rho             prs             vx1
        63   6.35000000e-01   1.62610826e-01   1.65426150e-01   2.56732373e-01
        64   6.45000000e-01   1.47220255e-01   4.61823089e-01   3.48308502e-01
        65   6.55000000e-01   1.39844478e-01   4.63935875e-01   9.88956961e-02
        66   6.65000000e-01   1.35661874e-01   6.08217598e-01  -1.50899856e-01
        67   6.75000000e-01   1.30833499e-01   7.49400731e-01  -3.47586231e-01
        68   6.85000000e-01   1.16499613e-01   5.08128538e-01  -7.63931128e-01
        69   6.95000000e-01   1.25783452e-01   1.39849067e+00   6.88774963e-02
        70   7.05000000e-01   1.25616890e-01   2.49742977e+00   3.97390066e-01
        71   7.15000000e-01   6.93706819e-02   1.00000000e-10  -3.17086329e+00
        72   7.25000000e-01   8.06232750e-02   3.18256764e-01   4.78249768e-01
        73   7.35000000e-01   1.00337549e-01   4.04386048e+00   1.88496700e+00
        74   7.45000000e-01   1.23707569e-01   1.95605963e+00   1.93299715e+00
        75   7.55000000e-01   1.15947440e-01   7.79142183e-01   1.21094209e+00
        76   7.65000000e-01   1.07461259e-01   6.09637829e-01   2.81815510e-01
        77   7.75000000e-01   9.67038492e-02   2.28734161e-01  -5.75547309e-01
        78   7.85000000e-01   8.72800515e-02   1.00000000e-10  -7.36467835e-01
        79   7.95000000e-01   9.26199021e-02   1.34668613e+00  -2.38881386e-01
        80   8.05000000e-01   1.13289024e-01   9.88253657e-01   1.06167249e+00
        81   8.15000000e-01   1.22037557e-01   1.01319526e+00   1.25607317e+00
        82   8.25000000e-01   1.19960403e-01   7.87479426e-01   9.94513251e-01
        83   8.35000000e-01   1.19961281e-01   8.50885782e-01   9.94931096e-01
        84   8.45000000e-01   1.05938791e-01   1.00000000e-10   1.18546184e-01
        85   8.55000000e-01   9.98317039e-02   6.25174154e-01  -2.99934155e-01
        86   8.65000000e-01   1.10247371e-01   7.27083342e-01   3.18130639e-01
        87   8.75000000e-01   1.00294997e-01   1.00000000e-10  -3.21840894e-01
        88   8.85000000e-01   9.71440715e-02   7.56547713e-01  -5.32386627e-01
        89   8.95000000e-01   1.08417292e-01   7.78190200e-01   3.47691027e-01
        90   9.05000000e-01   9.92881130e-02   2.45330359e-01  -6.58365114e-01
        91   9.15000000e-01   9.28285329e-02   1.74092391e-01  -2.95132428e-01
        92   9.25000000e-01   1.06338141e-01   9.87566999e-01   5.49854166e-01
        93   9.35000000e-01   1.07889825e-01   1.00000000e-10   2.86643227e-01
        94   9.45000000e-01   9.65469545e-02   1.00000000e-10  -4.05266536e-01
        95   9.55000000e-01   1.01029826e-01   9.93062776e-01   1.45773021e-01
        96   9.65000000e-01   1.14439000e-01   6.12874932e-01   6.77431363e-01
        97   9.75000000e-01   1.13830239e-01   1.00000000e-10   2.89295937e-01
        98   9.85000000e-01   1.07078011e-01   4.48791259e-01  -3.63122327e-01
        99   9.95000000e-01   1.08711055e-01   4.28574975e-01  -1.92728308e-01
