#noutput  nstep     sim_time        sim_dt          
#        10        109   1.10000000e-01   1.00000000e-03
#i        x1                          rho             prs             vx1
        75   7.55000000e-01   1.37453444e-01   6.33617389e-01   2.29231969e+00
        76   7.65000000e-01   1.06658299e-01   1.00000000e-10   2.38045872e+00
        77   7.75000000e-01   9.33219972e-02   1.00000000e-10   1.57791999e+00
        78   7.85000000e-01   1.57693086e-01   5.37924093e+00  -3.66087041e+00
        79   7.95000000e-01   8.58196944e-02   5.02383574e+00  -1.77342243e-01
        80   8.05000000e-01   9.62178972e-02   1.00000000e-10  -1.01772019e-01
        81   8.15000000e-01   1.01619504e-01   3.24715429e+00   3.21990825e+00
        82   8.25000000e-01   7.04072029e-02   1.00000000e-10   2.28391564e+00
        83   8.35000000e-01   1.63336799e-01   8.05842600e+00  -6.52759202e+00
        84   8.45000000e-01   8.04462827e-02   5.27228747e+00   8.38534269e+00
        85   8.55000000e-01   7.45995012e-02   1.00000000e-10   7.27376797e-01
        86   8.65000000e-01   1.01521415e-01   3.18788762e+00   2.08489898e+00
        87   8.75000000e-01   8.03671074e-02   1.00088915e+00   8.83131013e-01
        88   8.85000000e-01   1.14331404e-01   3.17272888e+00  -5.56333932e+00
        89   8.95000000e-01   1.02158181e-01   8.43302129e+00   3.41969514e+00
        90   9.05000000e-01   8.11817847e-02   1.00000000e-10  -9.66545477e-02
        91   9.15000000e-01   8.38884882e-02   1.70883540e+00   2.36202983e+00
        92   9.25000000e-01   9.04732604e-02   1.00000000e-10   5.90440454e+00
        93   9.35000000e-01   1.36867428e-01   8.37450192e+00  -5.01921059e+00
        94   9.45000000e-01   1.01650357e-01   3.63381960e+00   1.13173665e+00
        95   9.55000000e-01   1.11552553e-01   1.32822280e+00   3.80018780e+00
        96   9.65000000e-01   1.35603319e-01   1.17139677e+00  -1.86001638e+00
        97   9.75000000e-01   1.85749535e-01   5.84459532e+00  -1.90996023e+00
        98   9.85000000e-01   1.69283959e-01   5.08053847e+00   3.46635165e-01
        99   9.95000000e-01   1.72852170e-01   2.78412566e+00   1.03478025e-01
