#noutput  nstep     sim_time        sim_dt          
#         3         39   4.00000000e-02   1.00000000e-03
#i        x1                          rho             prs             vx1
        65   6.55000000e-01   9.99986955e-02   9.97421975e-02  -4.95856303e-04
        66   6.65000000e-01   9.99891312e-02   9.98184750e-02  -4.93362907e-04
        67   6.75000000e-01   9.99950622e-02   9.99387891e-02  -1.83461853e-04
        68   6.85000000e-01   9.99986267e-02   9.99847804e-02  -4.76784290e-05
        69   6.95000000e-01   9.99997073e-02   9.99969776e-02  -9.75511350e-06
        70   7.05000000e-01   9.99999491e-02   9.99995028e-02  -1.64370514e-06
        71   7.15000000e-01   9.99999926e-02   9.99999311e-02  -2.32580261e-07
        72   7.25000000e-01   9.99999991e-02   9.99999920e-02  -2.80110315e-08
        73   7.35000000e-01   9.99999999e-02   9.99999993e-02  -3.15740344e-09
        74   7.45000000e-01   1.00000000e-01   1.00000001e-01  -1.79176403e-09
        75   7.55000000e-01   9.99999999e-02   1.00000002e-01  -3.26003211e-09
        76   7.65000000e-01   9.99999977e-02   1.00000001e-01   3.17855217e-08
        77   7.75000000e-01   9.99999820e-02   9.99999264e-02   3.84545782e-07
        78   7.85000000e-01   9.99998998e-02   9.99993898e-02   2.46608632e-06
        79   7.95000000e-01   9.99995565e-02   9.99967045e-02   1.18326743e-05
        80   8.05000000e-01   9.99983632e-02   9.99861164e-02   4.61677532e-05
        81   8.15000000e-01   9.99948532e-02   9.99516798e-02   1.51561965e-04
        82   8.25000000e-01   9.99860395e-02   9.98573905e-02   4.26147439e-04
        83   8.35000000e-01   9.99671002e-02   9.96378316e-02   1.03691543e-03
        84   8.45000000e-01   9.99324218e-02   9.92010270e-02   2.19852975e-03
        85   8.55000000e-01   9.98794493e-02   9.84612264e-02   4.07045970e-03
        86   8.65000000e-01   9.98147931e-02   9.74070777e-02   6.55271406e-03
        87   8.75000000e-01   9.97469874e-02   9.61811371e-02   9.23587451e-03
        88   8.85000000e-01   9.97010669e-02   9.51261673e-02   1.18823318e-02
        89   8.95000000e-01   9.97378400e-02   9.38567895e-02   1.33414917e-02
        90   9.05000000e-01   1.00004063e-01   9.43570350e-02   9.02667645e-03
        91   9.15000000e-01   1.00596186e-01   9.82904479e-02   1.32700270e-03
        92   9.25000000e-01   1.01406365e-01   1.00877124e-01  -1.78340199e-02
        93   9.35000000e-01   1.02623561e-01   1.10999241e-01  -2.79685228e-02
        94   9.45000000e-01   1.03860219e-01   1.12682998e-01  -4.80346557e-02
        95   9.55000000e-01   1.05189390e-01   1.15871780e-01  -5.44910807e-02
        96   9.65000000e-01   1.06705609e-01   1.17052777e-01  -5.49053057e-02
        97   9.75000000e-01   1.08279503e-01   1.16068189e-01  -5.45977007e-02
        98   9.85000000e-01   1.09731586e-01   1.14335103e-01  -5.40149915e-02
        99   9.95000000e-01   1.12446286e-01   1.15188012e-01  -4.56567424e-02
