#noutput  nstep     sim_time        sim_dt          
#         6         69   7.00000000e-02   1.00000000e-03
#i        x1                          rho             prs             vx1
        65   6.55000000e-01   1.20628416e-01   3.27396163e-01   4.86956800e-01
        66   6.65000000e-01   1.17241727e-01   3.18751861e-01   4.68467348e-01
        67   6.75000000e-01   1.11594137e-01   2.36362409e-01   3.25724370e-01
        68   6.85000000e-01   1.05288922e-01   1.45657456e-01   1.23015965e-01
        69   6.95000000e-01   1.03460021e-01   1.27620569e-01   8.16588186e-02
        70   7.05000000e-01   1.06043555e-01   2.63845927e-01   2.86511768e-01
        71   7.15000000e-01   1.10429793e-01   3.89236903e-01   5.25945642e-01
        72   7.25000000e-01   1.11404821e-01   4.07611246e-01   5.66856039e-01
        73   7.35000000e-01   1.08888016e-01   2.98680448e-01   4.16409450e-01
        74   7.45000000e-01   1.04476382e-01   1.95672359e-01   2.21174581e-01
        75   7.55000000e-01   1.01672509e-01   1.35029811e-01   9.67229445e-02
        76   7.65000000e-01   1.00473945e-01   1.09373021e-01   3.67443355e-02
        77   7.75000000e-01   1.00158901e-01   1.03342148e-01   9.16724600e-03
        78   7.85000000e-01   1.00183018e-01   1.05369349e-01  -8.96730239e-03
        79   7.95000000e-01   1.00384793e-01   1.13603519e-01  -1.77578100e-02
        80   8.05000000e-01   1.00479848e-01   1.16297927e-01  -3.45149291e-02
        81   8.15000000e-01   1.00656305e-01   1.24632917e-01  -3.58793693e-02
        82   8.25000000e-01   1.00705454e-01   1.24314062e-01  -3.19266732e-02
        83   8.35000000e-01   1.00387418e-01   1.11956353e-01  -3.94352193e-02
        84   8.45000000e-01   1.00712464e-01   1.22062651e-01  -1.59109578e-02
        85   8.55000000e-01   1.00785831e-01   1.15382576e-01  -2.18651872e-02
        86   8.65000000e-01   1.00398092e-01   1.01334253e-01  -4.59768179e-02
        87   8.75000000e-01   1.01290614e-01   1.26912990e-01   6.97579346e-04
        88   8.85000000e-01   1.01452631e-01   1.10877414e-01  -1.79953991e-02
        89   8.95000000e-01   1.00996027e-01   9.19404721e-02  -6.02367421e-02
        90   9.05000000e-01   1.02485408e-01   1.28336266e-01  -1.64530431e-03
        91   9.15000000e-01   1.03169318e-01   1.19335779e-01  -4.26702209e-03
        92   9.25000000e-01   1.02696255e-01   8.15010703e-02  -6.39189852e-02
        93   9.35000000e-01   1.03941515e-01   1.12190081e-01  -2.08577367e-02
        94   9.45000000e-01   1.05573571e-01   1.22089836e-01   3.88557748e-03
        95   9.55000000e-01   1.05820142e-01   9.40648160e-02  -4.20141877e-02
        96   9.65000000e-01   1.06415389e-01   9.58799973e-02  -4.65283488e-02
        97   9.75000000e-01   1.07961119e-01   1.08582633e-01  -1.34369250e-02
        98   9.85000000e-01   1.08918506e-01   1.02458559e-01  -1.80871309e-02
        99   9.95000000e-01   1.10410905e-01   9.92014016e-02  -2.62345594e-02
